Locus Pairwise estimates

gst = Nei & Chesser, 1983
Gst = Hedrick, 2005
GGst = Meirmans & Hedrick, (2011)
D = Jost, 2008
Fst = Weir & Cockerham, 1984

gst

Loci	sid98,  vs  sid75,	sid98,  vs  sid50,	sid98,  vs  sid1,	sid75,  vs  sid50,	sid75,  vs  sid1,	sid50,  vs  sid1,
MAL05-383150	0.0175	0.0388	0.0212	-0.0164	-0.0143	-0.0074
MAL05-396039	0.3012	0.548	0.4064	0.1211	-0.0057	0.054
MAL05-426361	0.0852	-0.007	0.2056	0.1333	0.032	0.2429
MAL05-475275	0.2967	0.7	0.2775	0.2571	-0.0146	0.2121
MAL05-622362	0.3704	0.7542	0.201	0.2595	0.0101	0.3546
MAL05-668859	0.393	0.0237	0.4648	0.2413	0.0348	0.3666
MAL05-680743	0.0613	0.2621	0.1614	0.0897	0.0041	0.0233
MAL05-734299	0.07	0.0349	0.1447	-0.0144	0.0391	0.0686
MAL05-796712	0.1762	0.0178	0.1225	0.3028	-0.0122	0.2093
MAL05-798464	-0.0116	0.174	-0.0052	0.2598	-0.0148	0.1911
MAL05-831868	0	0.2248	-0.0085	0.1268	0.0165	0.2666
MAL05-855820	0.2957	0.0112	0.5576	0.1749	0.0868	0.4486
MAL05-908821	0.1947	0.0684	0.3811	0.0162	0.0578	0.1735
MAL05-931601	-0.0063	0.0594	0.1499	0.1237	0.0827	0.3308
MAL05-1043649	0.3423	0.6729	0.2209	0.2105	0.0071	0.2588
MAL05-1188652	0.014	0.3319	-0.0087	0.2502	0.0031	0.2628
MAL05-1217046	0.4183	0.6264	0.4015	0.0684	-0.0134	0.0513
MAL06-148357	0.1218	0.0339	0.06	0.0117	-0.012	0.0015
MAL06-159081	0.4474	0.7182	0.6888	0.1402	0.1173	-0.0083
MAL06-182962	0.0029	0.0791	-0.0082	0.0115	-0.0057	0.0556
MAL06-261657	0.0151	0.0669	0.0163	-0.006	-0.0145	0.0043
MAL06-312410	0.0969	0.4919	0.0336	0.2225	2e-04	0.3221
MAL06-315729	NaN	NaN	0.0903	NaN	0.0718	0.0838
MAL06-327977	0.1131	0.3884	0.2485	0.1208	0.0165	0.028
MAL06-378824	0.0956	0.1962	0.1852	0.0176	-0.0074	-0.0015
MAL06-404675	-0.0171	0.0226	0.0936	0.0342	0.0749	0.1506
MAL06-417465	0.0467	0.0725	0.1899	-0.0194	0.0693	0.0381
MAL06-510590	-0.0171	0.0226	0.1001	0.0342	0.0808	0.1571
MAL06-581030	0.4146	0.5245	0.1948	0.0176	0.0855	0.1652
MAL06-654198	-0.0106	0.0218	-0.0061	-0.0061	0.0064	0.0491
MAL06-909067	0.0414	-0.0094	0.001	0.0116	0.1218	0.0206
MAL06-938236	0.2645	0.7331	0.1981	0.3323	-0.0133	0.331
MAL07-178000	0.0977	0.015	0.4104	0.0122	0.1518	0.2806
MAL07-277102	0.1983	-0.0012	0.2818	0.276	0.0111	0.3362
MAL07-281602	0.1322	-0.0138	0.0013	0.1165	0.2485	0.0045
MAL07-283525	0.0102	0.1958	0.0715	0.3485	0.0022	0.3803
MAL07-537094	0.0213	0.0104	0.0364	0.0858	-0.0119	0.0739
MAL07-665556	-0.0074	0.0588	0.0609	0.0337	0.0213	-0.0055
MAL07-1122074	-0.0055	0.0349	0.0576	0.0081	0.0253	NaN
MAL07-1184520	0.2467	-0.0129	0.1504	0.2685	-0.0033	0.1668
MAL07-1225730	-0.0172	0.2209	0.0676	0.2482	0.0752	0.046
MAL07-1314717	0.1807	-0.0018	0.109	0.2106	-0.0132	0.126
MAL07-1318034	0.0866	0.2074	0.1332	0.0523	-0.0213	0.0283
MAL08-324349	0.3677	0.6991	0.1717	0.2426	0.0053	0.3685
MAL08-329153	0.3796	0.4148	0.4514	-0.0163	0.0023	-0.0069
MAL08-414103	0.2993	0.0225	0.4134	0.4443	0.0196	0.5147
MAL08-415215	0.5918	0.1731	0.6669	0.2175	0.0448	0.4057
MAL08-418882	0.0673	0.5556	-0.0041	0.3919	0.0549	0.6106
MAL08-423288	0.0297	0.0572	-0.0072	-0.0155	0.012	0.0322
MAL08-472454	0.4186	0.5312	0.563	0.0131	-7e-04	-0.0076
MAL08-477431	0.286	0.615	0.6331	0.1636	0.1952	-0.0113
MAL08-502175	0.3261	-0.0135	0.3576	0.2909	0.0038	0.3334
MAL08-506860	0.3261	-0.0088	0.322	0.3591	-0.0071	0.3424
MAL08-510277	-0.0113	-0.0092	-0.007	-0.0184	-0.0143	-0.0113
MAL08-550806	-0.0116	0.0967	0.1452	0.1565	0.0947	0.3559
MAL08-598974	0.0677	0.2985	0.1844	0.1143	0.0106	0.0294
MAL08-620258	0.4363	0.6116	0.555	0.0458	0.0069	2e-04
MAL08-682727	0.2839	0.4361	0.3315	0.0207	-0.0098	0.0044
MAL08-702678	0.1749	0.0657	0.0722	0.0122	-0.0026	-0.007
MAL08-740413	-0.0153	0.299	-0.0093	0.3591	-0.0086	0.2553
MAL08-753870	0.0471	0.1679	0.1658	0.0311	0.0155	-0.0084
MAL08-880658	0.2106	-0.0135	0.1336	0.1875	-0.0122	0.1205
MAL08-992462	0.0328	0.1149	0.0473	0.0053	-0.0146	0.0078
MAL08-998189	0.1383	0.0257	0.1477	0.0237	-0.0148	0.0378
MAL08-1113364	0.1749	0.1726	0.1009	-0.0182	-0.0085	-0.0029
MAL08-1122713	0.1568	0.4	0.0095	0.0833	0.0687	0.2744
MAL08-1191793	0.0032	-0.0123	-0.0085	0.0152	-0.0049	-0.0043
MAL08-1238679	0.243	0.4211	0.2756	0.0399	-0.0057	0.0106
MAL08-1249200	0.09	0.1087	0.1257	NaN	-0.0094	-0.0054
MAL09-231063	0.0245	0.0502	0.1376	0.1732	0.0226	0.3345
MAL09-265315	0.4102	0.0782	0.465	0.1574	-0.0063	0.2354
MAL09-478750	0.1673	0.4243	0.0023	0.11	0.1034	0.3891
MAL09-597888	-0.0169	0.0101	0.0237	0.0077	0.0251	NaN
MAL09-634010	0.0292	-0.009	0.0583	0.0648	-0.013	0.083
MAL09-917254	0.0948	0.0193	0.0476	0.0114	-0.0131	0.0034
MAL09-1142293	0.0594	0.1582	0.1659	0.3588	0.0063	0.5197
MAL09-1204316	0.0635	0.2138	0.1336	0.0427	0.0128	-0.0043
MAL09-1206830	-0.0055	0.0349	0.0576	0.0081	0.0253	NaN
MAL10-190158	0.1218	0.4352	0.322	0.1466	0.0553	0.0122
MAL10-303698	0.2357	-0.0037	0.3843	0.2839	0.0653	0.4086
MAL10-996032	-0.0018	0.1098	0.0761	0.0384	0.0174	-0.0077
MAL10-1047321	0.5323	0.5879	0.6684	-0.0125	0.0156	-0.0028
MAL10-1228500	0.0037	0.0101	0.0239	NaN	NaN	NaN
MAL10-1281631	-0.0066	0.2758	-0.0031	0.2459	0.02	0.2946
MAL10-1322020	0.0412	0.0498	0.021	-0.0162	-0.0146	-0.0065
MAL10-1389364	0.0825	0.0852	0.1303	0.3244	-0.0076	0.3239
MAL10-1391783	0.0012	-0.0132	0.0258	0.0083	-0.0138	0.039
MAL10-1519672	0.0713	-0.0033	0.0526	0.1237	-0.0151	0.0835
MAL11-386092	-0.0173	0.197	0.0086	0.2226	0.0025	0.1025
MAL11-565294	-0.0156	0.4584	0.1424	0.4542	0.1488	0.1295
MAL11-593539	-0.0127	-0.0112	0.0812	-0.0034	0.0476	0.0933
MAL11-637435	0.0252	0.2184	0.259	0.3776	0.12	0.665
MAL11-683964	0.1964	0.0165	-0.0103	0.0727	0.2225	0.019
MAL11-753549	-0.0173	-0.0139	0.1361	-0.0185	0.1431	0.1411
MAL11-773903	0.0254	0.1614	-0.0102	0.0635	0.0207	0.1325
MAL11-792549	0.1177	0.0243	0.0496	0.263	-0.0028	0.143
MAL11-828595	0.1682	0.0985	0.1333	-0.0105	-0.0144	-6e-04
MAL11-874947	0.3658	-0.0134	0.3514	0.369	-0.0082	0.353
MAL11-920191	0.1871	0.0186	0.1411	0.0843	-0.0132	0.0849
MAL11-968080	-0.0128	0.0747	0.0413	0.0455	0.0644	0.1968
MAL11-987252	0.0687	0.0046	0.0569	0.0069	-0.014	0.0051
MAL11-1020133	-0.0137	0.0953	0.1213	0.1474	0.1884	-0.0114
MAL11-1038073	-0.002	0.2216	0.01	0.1516	-0.0144	0.1164
MAL11-1188633	-0.0173	0.0969	-0.0081	0.1045	-0.0122	0.1146
MAL11-1243997	-0.008	0.152	0.0039	0.246	-0.0144	0.2029
MAL11-1271589	0.3159	0.5562	0.2082	0.1076	-0.0133	0.1461
MAL11-1275603	0.1808	0.3011	0.1841	0.0099	-0.0135	0.0066
MAL11-1295603	0.0018	-0.0109	0.0239	0.0176	0.1011	0.0102
MAL11-1321195	-0.0151	0.0015	0.0804	-0.012	0.0633	0.0225
MAL11-1509521	0.0317	0.084	-0.0035	0.0081	0.0077	0.044
MAL11-1748611	0.232	0.0276	0.2791	0.0872	-0.0118	0.1312
MAL11-1752891	0.6453	0.2334	0.6522	0.2049	-0.0104	0.275
MAL11-1791173	0.3325	0.0189	-0.0075	0.2011	0.361	0.0079
MAL12-175811	0.1541	0.0021	0.3288	0.2508	0.0353	0.4246
MAL12-381783	0.0018	-0.0137	0.0371	-0.0045	-0.0032	0.0294
MAL12-399322	0.1358	0.034	0.0034	0.0142	0.0656	-9e-04
MAL12-529412	0.3143	0.4671	0.2702	0.0215	-0.0111	0.0484
MAL12-646259	0.0435	0.053	0.0424	-0.0176	-0.0143	-0.0114
MAL12-698129	0.3015	0.5054	0.0787	0.0947	0.0693	0.3255
MAL12-702015	0.024	-0.0101	0.0011	0.0497	-0.0065	0.0144
MAL12-726595	-0.006	-0.0114	0.1636	-0.0157	0.1354	0.1422
MAL12-802737	0.07	0.5342	0.0618	0.3236	-0.0145	0.2953
MAL12-839896	0.1625	0.2894	0.387	0.0125	0.0564	-0.0057
MAL12-857238	0.0029	-0.0059	0.035	0.0353	-0.0085	0.0732
MAL12-858494	-0.0173	-0.0134	0.0067	-0.0177	0.0024	2e-04
MAL12-907255	0.0411	0.0094	-0.0102	0.1289	0.0406	0.014
MAL12-943330	0.1109	-0.002	0.0807	0.0458	-0.0145	0.0373
MAL12-1078311	0.3157	0.4227	0.3614	0.0337	-0.0113	0.0365
MAL12-1156125	-0.0079	0.1578	0.0524	0.103	0.0101	0.025
MAL12-1212106	0.1853	0.3951	0.3476	0.0562	0.0257	-0.0055
MAL12-1214787	0.0265	0.3559	0.0786	0.1896	-0.0031	0.1202
MAL12-1400880	0.1854	-0.004	0.2405	0.2334	0.0107	0.2669
MAL12-1598773	0.0517	0.2527	0.126	0.0697	9e-04	0.0188
MAL12-1761552	0.3114	0.586	0.3883	0.1376	-0.0092	0.0747
MAL12-2046726	0.0346	0.3753	0.0162	0.1948	0.1484	0.5298
MAL12-2050164	0.1061	0.0764	0.0873	-0.0164	-0.0146	-0.0106
MAL12-2119221	0.0368	0.0337	0.1872	0.1719	0.0499	0.3169
MAL13-150118	0.0213	0.0297	-0.0061	0.1408	0.0572	0.0094
MAL13-159660	0.0982	0.2321	0.2813	0.0618	0.0576	-0.0055
MAL13-353364	0.0778	0.0063	0.4044	0.0094	0.1745	0.2978
MAL13-639415	0.0106	0.0073	0.3357	-0.018	0.2132	0.2308
MAL13-714924	-0.0164	-0.0064	-0.01	-0.0044	-0.0122	-0.0068
MAL13-853413	-0.0135	0.0914	0.0094	0.0531	0.0275	0.1929
MAL13-942637	0.0023	-0.014	0.0491	0.0074	0.0748	0.0369
MAL13-1013875	-6e-04	0.162	0.1002	0.0894	0.03	0.0039
MAL13-1399233	0.0055	0.0344	0.1421	0.1101	0.0645	0.2163
MAL13-1596183	-0.0089	0.1218	0.0151	0.18	-0.0101	0.2428
MAL13-1661997	0.0191	0.1819	0.1281	0.3278	0.0196	0.4992
MAL13-1709066	0.3024	0.4888	0.4671	0.0427	0.0439	-0.0113
MAL13-1716352	0.1983	-0.0012	0.049	0.276	0.0368	0.0945
MAL13-1777097	0.0549	0.1151	0.2538	0.3199	0.0654	0.5508
MAL13-2383027	-0.0123	-0.0095	0.0246	-2e-04	-7e-04	0.0548
MAL13-2470584	0.0113	0.0723	0.1769	0	0.071	0.0087
MAL13-2477441	-0.0096	0.2588	0.0607	0.1876	0.118	0.4901
MAL13-2553416	0.1129	-0.0125	0.387	0.1332	0.1444	0.3995
MAL13-2672190	0.0135	0.0637	0.1243	-0.0061	0.0263	-0.0038
MAL13-2704604	0.0747	0.1085	0.2338	0.3485	0.0423	0.4646
MAL14-201791	0.5305	0.6533	0.6853	0.0177	0.0395	-0.0101
MAL14-221707	0.0545	0.6854	0.0501	0.507	-0.0147	0.4866
MAL14-312693	0.004	0.01	0.0232	NaN	NaN	NaN
MAL14-334976	0.0983	0.014	0.2525	0.2133	0.0233	0.3949
MAL14-442134	-0.0135	0.3904	0.0193	0.3384	-0.0025	0.2469
MAL14-564339	0.0375	0.023	0.0673	-0.017	-0.011	-0.0011
MAL14-722436	0.1109	0.1501	0.2066	-0.0118	0.0286	0.0066
MAL14-832589	0.1218	0.0973	0.126	-0.0183	-0.002	0.0034
MAL14-860816	0.0175	0.0748	0.2116	0.2059	0.0923	0.3789
MAL14-911764	-0.0147	0.1114	0.0639	0.1681	0.0346	0.2513
MAL14-1103685	0.0062	0.1635	-0.0096	0.064	0.0012	0.1488
MAL14-1106081	-0.0162	0.2425	-0.0093	0.2598	-0.0147	0.1912
MAL14-1161488	0.5704	0.5967	0.5662	-0.0118	-0.0019	-0.0107
MAL14-1199721	3e-04	0.0427	-0.0097	-0.0061	0.011	0.0562
MAL14-1392975	-0.0178	0.0947	0.0277	0.0893	0.0325	0.1938
MAL14-1405313	0.0564	0.0216	0.3733	-0.012	0.1745	0.2338
MAL14-1454903	0.0451	0.0097	0.0069	0.1371	-0.0017	0.0618
MAL14-1482198	0.0389	0	0.1927	-0.0038	0.0418	0.1115
MAL14-1818960	0.239	7e-04	0.3084	0.3315	-0.0145	0.4176
MAL14-1903017	0.0764	0.0389	0.1906	0.2365	0.0092	0.3745
MAL14-2181307	0.4277	0.3173	0.4042	-0.0031	-0.0195	-0.0032
MAL14-2275535	0.2194	-0.0138	0.4433	0.1937	0.1386	0.4235
MAL14-2373291	0.0888	0.2805	0.3431	0.0641	0.0974	-0.0105
MAL14-2536420	0.1513	-0.0046	0.388	0.2117	0.1158	0.4257
MAL14-2615028	0.1931	0.3429	0.3578	0.0284	0.0152	-0.0088
MAL14-2752309	-0.013	0.0105	-0.01	0.0337	-0.0125	0.0123
MAL14-2816701	0.0791	0.2063	0.1541	0.0286	-0.0078	0.0047
MAL14-3009282	-0.0165	0.0059	-0.0084	-0.0034	-0.0145	-0.002
MAL14-3017815	-0.0096	0.0969	0.0247	0.0479	-0.0045	0.0128
MAL14-3043465	-0.007	0.2652	-0.0092	0.2376	0.0033	0.254
MAL14-3124740	0.2134	0.172	0.1796	-0.0176	-0.0145	-0.0087
MAL14-3126540	0.2599	0.2773	0.466	-0.0182	0.0396	0.0347
